id,prediction
0,0.8008158206939697
1,0.8601908683776855
2,0.2590475380420685
3,0.7639743685722351
4,0.250763863325119
5,0.8613439202308655
6,0.28924253582954407
7,0.20063279569149017
8,0.10169535875320435
9,0.8924289345741272
10,0.16634820401668549
11,0.4830506443977356
12,0.9316638112068176
13,0.40387043356895447
14,0.49926745891571045
15,0.9309479594230652
16,0.18293379247188568
17,0.8827095627784729
18,0.8372434377670288
19,0.10106474906206131
20,0.8790060877799988
21,0.8560845255851746
22,0.5012908577919006
23,0.18060791492462158
24,0.30962273478507996
25,0.5742270350456238
26,0.9235931038856506
27,0.9248514771461487
28,0.5961315631866455
29,0.7787472009658813
30,0.704412579536438
31,0.7834736704826355
32,0.7329133152961731
33,0.22143465280532837
34,0.7853664755821228
35,0.8959704041481018
36,0.45977863669395447
37,0.6970024704933167
38,0.11878056824207306
39,0.2516850233078003
40,0.1696307212114334
41,0.15090079605579376
42,0.21146628260612488
43,0.3040243089199066
44,0.6561824083328247
45,0.8542594909667969
46,0.4560226500034332
47,0.21370768547058105
48,0.9191288948059082
49,0.683750569820404
50,0.8714700937271118
51,0.22314408421516418
52,0.4148937463760376
53,0.08641760051250458
54,0.322433739900589
55,0.6196159720420837
56,0.3955110013484955
57,0.9319139719009399
58,0.08025816828012466
59,0.25630009174346924
60,0.9091246128082275
61,0.9304130673408508
62,0.8818401098251343
63,0.30429401993751526
64,0.09722859412431717
65,0.3602024018764496
66,0.6666345596313477
67,0.3368561863899231
68,0.4511687159538269
69,0.3799965977668762
70,0.7595890164375305
71,0.7557917237281799
72,0.09628626704216003
73,0.23103909194469452
74,0.4347914457321167
75,0.6189011335372925
76,0.17428746819496155
77,0.7861586213111877
78,0.36377936601638794
79,0.7613378763198853
80,0.4052571654319763
81,0.5421168804168701
82,0.4324973225593567
83,0.7294228672981262
84,0.42325446009635925
85,0.29786282777786255
86,0.41395676136016846
87,0.15239816904067993
88,0.41837596893310547
89,0.322525292634964
90,0.23557862639427185
91,0.05958734452724457
92,0.19494658708572388
93,0.7736095190048218
94,0.812795877456665
95,0.7905163168907166
96,0.09901601076126099
97,0.7809259295463562
98,0.8187576532363892
99,0.9217035174369812
100,0.5674084424972534
101,0.29869344830513
102,0.5922814607620239
103,0.42896729707717896
104,0.06505894660949707
105,0.7650209665298462
106,0.7684062719345093
107,0.9019144773483276
108,0.061277877539396286
109,0.5074818134307861
110,0.9188130497932434
111,0.9126216173171997
112,0.14182579517364502
113,0.2296440303325653
114,0.25901272892951965
115,0.8432902097702026
116,0.8061555624008179
117,0.3063162565231323
118,0.7577088475227356
119,0.25191327929496765
120,0.6023514866828918
121,0.8622831702232361
122,0.8964811563491821
123,0.06552910059690475
124,0.08168349415063858
125,0.2408437728881836
126,0.7231194376945496
127,0.1847393959760666
128,0.8335565328598022
129,0.29299476742744446
130,0.8948250412940979
131,0.3584900200366974
132,0.8986167311668396
133,0.23557862639427185
134,0.8385739326477051
135,0.7196107506752014
136,0.20063279569149017
137,0.8579292893409729
138,0.42750629782676697
139,0.9188130497932434
140,0.7250520586967468
141,0.6843839287757874
142,0.3177015781402588
143,0.5719588994979858
144,0.5632243752479553
145,0.22432662546634674
146,0.8532219529151917
147,0.8751434683799744
148,0.19573014974594116
149,0.790448784828186
150,0.35524046421051025
151,0.45815184712409973
152,0.817253828048706
153,0.06849221140146255
154,0.09100718051195145
155,0.5145564079284668
156,0.19898486137390137
157,0.09168567508459091
