id,prediction
0,0.48780772
1,0.7206854
2,0.5342533
3,0.83823425
4,0.8342378
5,0.9636785
6,0.8621767
7,0.5470864
8,0.18099283
9,0.53553426
10,0.74664044
11,0.7851004
12,0.98275155
13,0.25037593
14,0.94154346
15,0.25684136
16,0.20664711
17,0.8918614
18,0.71900266
19,0.8534547
20,0.9340499
21,0.9700627
22,0.49629757
23,0.7804798
24,0.44822645
25,0.9300604
26,0.96545327
27,0.882823
28,0.41476586
29,0.89147246
30,0.9172854
31,0.98276937
32,0.70602095
33,0.82698005
34,0.87292993
35,0.74066824
36,0.88902944
37,0.7705115
38,0.89716333
39,0.49590352
40,0.56373996
41,0.19629876
42,0.81110674
43,0.6430449
44,0.96461797
45,0.27376392
46,0.46483517
47,0.20919824
48,0.97485185
49,0.7152052
50,0.7237904
51,0.14674367
52,0.55465376
53,0.22249575
54,0.94666857
55,0.48096314
56,0.79764295
57,0.94464946
58,0.925655
59,0.50828326
60,0.9817909
61,0.43927193
62,0.29100034
63,0.75642204
64,0.24476975
65,0.51717854
66,0.7787623
67,0.46342695
68,0.98259544
69,0.70141214
70,0.98208034
71,0.97989386
72,0.1920238
73,0.9310088
74,0.70461553
75,0.87713677
76,0.15716432
77,0.34849322
78,0.2048611
79,0.40400848
80,0.6759604
81,0.20545527
82,0.5559667
83,0.5638503
84,0.43516755
85,0.23928028
86,0.351309
87,0.25438702
88,0.96740717
89,0.51203614
90,0.19691838
91,0.89633054
92,0.9785202
93,0.58871216
94,0.9777484
95,0.11010367
96,0.958933
97,0.85565823
98,0.44013026
99,0.8392611
100,0.51024514
101,0.71129334
102,0.59921396
103,0.15288423
104,0.86945754
105,0.84327716
106,0.92153805
107,0.9450117
108,0.5871634
109,0.98296076
110,0.9733803
111,0.97563416
112,0.54470366
113,0.5398367
114,0.16219419
115,0.9778747
116,0.5209873
117,0.70339674
118,0.86627215
119,0.8010871
120,0.891524
121,0.9328105
122,0.947089
123,0.57367
124,0.58403444
125,0.81249326
126,0.3802698
127,0.7964608
128,0.56964713
129,0.29551488
130,0.55589503
131,0.5294486
132,0.9462597
133,0.20291553
134,0.86325926
135,0.8903275
136,0.5360919
137,0.9830341
138,0.94985217
139,0.7546807
140,0.34129068
141,0.72674936
142,0.3703558
143,0.77660745
144,0.40878928
145,0.2761471
