,id,prediction
0,0,0.4264234901993274
1,1,0.6256322353822044
2,2,0.31608483470649856
3,3,0.6735232293315432
4,4,0.2595598397933156
5,5,0.7899268366377057
6,6,0.2782301166926196
7,7,0.17573879662875289
8,8,0.14579917140623694
9,9,0.6975476227432742
10,10,0.3636578183937812
11,11,0.32364632680588623
12,12,0.8563758305069402
13,13,0.30050500167634075
14,14,0.5715905054024577
15,15,0.9007048185544357
16,16,0.14969076741545836
17,17,0.8202534103194306
18,18,0.7673930179146474
19,19,0.1052852584595943
20,20,0.8348596808947553
21,21,0.5854274799708494
22,22,0.36754215561203607
23,23,0.23066220943361768
24,24,0.2311136306858052
25,25,0.5902091735343653
26,26,0.7777476235749001
27,27,0.8392392924778642
28,28,0.462815076631871
29,29,0.7080524194366996
30,30,0.6792311093590375
31,31,0.6769572390501738
32,32,0.6047256090158651
33,33,0.16694739362876904
34,34,0.7839297672139884
35,35,0.714146624988724
36,36,0.30817579396771133
37,37,0.47873630636576914
38,38,0.24875093394850828
39,39,0.19388046265893633
40,40,0.3311162796710821
41,41,0.12410915224216507
42,42,0.19577064175001624
43,43,0.23303547114304102
44,44,0.4893195979687523
45,45,0.7662612490459079
46,46,0.4442310186910796
47,47,0.22847278684153322
48,48,0.7958624829773174
49,49,0.6863227854506521
50,50,0.6007877581360017
51,51,0.33873030365058726
52,52,0.4588772036857359
53,53,0.1023226543071739
54,54,0.22643186519958297
55,55,0.582316616639674
56,56,0.30795760596719424
57,57,0.9138172344743645
58,58,0.16108505056129657
59,59,0.1786230554612755
60,60,0.8373781118493445
61,61,0.8716211831569889
62,62,0.6455014050747987
63,63,0.26145813234122584
64,64,0.12101769581653388
65,65,0.2786992599108258
66,66,0.597007541394043
67,67,0.2429667588236989
68,68,0.25482204964200517
69,69,0.3445492601021337
70,70,0.7123416909683082
71,71,0.7041286742301609
72,72,0.08290488685441923
73,73,0.21371950199554768
74,74,0.5638799406291302
75,75,0.5290726528966053
76,76,0.1697641959541779
77,77,0.8019117663388914
78,78,0.3698146554431735
79,79,0.6562931665344443
80,80,0.4755451995955926
81,81,0.563815076889293
82,82,0.4169826996671464
83,83,0.6193023432230389
84,84,0.6907827345124218
85,85,0.19861607354303878
86,86,0.4625576170624743
87,87,0.1933727028367831
88,88,0.34274725057112954
89,89,0.17290532036527181
90,90,0.3062188417514194
91,91,0.0778670092707417
92,92,0.22316706605407152
93,93,0.7669488089524289
94,94,0.7375071151867949
95,95,0.660730313138351
96,96,0.07970043291513462
97,97,0.6660074992207492
98,98,0.7990423959444933
99,99,0.8628202372983386
100,100,0.43447791804713604
101,101,0.19010695078991374
102,102,0.5598599599656295
103,103,0.2485016471513851
104,104,0.3403345982303191
105,105,0.7135324653240376
106,106,0.5860752054531352
107,107,0.8402520187190186
108,108,0.11947168287251558
109,109,0.36810924552650853
110,110,0.7782308381960428
111,111,0.8941966858371151
112,112,0.09283803394167305
113,113,0.18669821329656489
114,114,0.15874042221924892
115,115,0.6432684815588173
116,116,0.7416483645937262
117,117,0.1800911557944324
118,118,0.41446872909294125
119,119,0.2174055971615049
120,120,0.58867883163783
121,121,0.8285969914252291
122,122,0.7607532766754352
123,123,0.09552233064499022
124,124,0.0947220071191491
125,125,0.3934933786623331
126,126,0.6672936386170649
127,127,0.16690915681317436
128,128,0.707655992433929
129,129,0.29777233331175107
130,130,0.8796727378217987
131,131,0.2738911796698543
132,132,0.8435986414873956
133,133,0.24888786034316995
134,134,0.6432236378250766
135,135,0.5844412930576912
136,136,0.1501521321600996
137,137,0.7501525496750511
138,138,0.33918908560927274
139,139,0.797927006601027
140,140,0.618004532192633
141,141,0.5907260910955006
142,142,0.23333683368375074
143,143,0.4737820734435656
144,144,0.602598198706572
145,145,0.11927577190859301
146,146,0.7224478228687052
147,147,0.807673727226827
148,148,0.18001832231468562
149,149,0.6340968937493021
150,150,0.19687523217451205
151,151,0.3495378721988353
152,152,0.7125995772352134
153,153,0.15431553707454362
154,154,0.154628334578829
155,155,0.4713614113780348
156,156,0.15547613767776342
157,157,0.3686638559470439
158,158,0.4753355577215273
159,159,0.2640787758507802
160,160,0.4848831480374467
161,161,0.1447519927507919
162,162,0.32302043912808914
163,163,0.4719278852515807
164,164,0.5389410451981136
165,165,0.5858134816006493
166,166,0.25931640459148875
167,167,0.09795701651831662
168,168,0.7368667392552135
169,169,0.397326673079922
170,170,0.7993463596908679
171,171,0.2803224036594805
172,172,0.30586884653896096
173,173,0.21335177083730272
174,174,0.23093751256550926
175,175,0.8866906529406982
176,176,0.6953515193208232
177,177,0.36044897868260034
178,178,0.1088423751061737
179,179,0.19811813469769218
180,180,0.39082157470997064
181,181,0.1354460973052524
182,182,0.48351790394846744
183,183,0.4130809330935362
184,184,0.7880137894925845
185,185,0.6834766214849183
186,186,0.40888251972060397
187,187,0.5336338991701739
188,188,0.8452766569672415
189,189,0.14123896905810152
190,190,0.42218390826236873
191,191,0.16709566286055677
192,192,0.5016359614037619
193,193,0.8432106603360173
194,194,0.5219777595619043
195,195,0.5512632084586597
196,196,0.8082535260217389
197,197,0.5723900304986781
198,198,0.8185665296561916
199,199,0.15357033645280882
200,200,0.5695876967260006
201,201,0.40288725876509923
202,202,0.21595932529028894
203,203,0.7555503746884541
204,204,0.35825228110458296
205,205,0.8079450096105654
206,206,0.06646163895866244
207,207,0.1781680727516377
208,208,0.3141754024715608
209,209,0.13397912802530504
210,210,0.4942038520617528
211,211,0.5065223902426637
212,212,0.20693114860237607
213,213,0.2738345496157655
214,214,0.31363369268543123
215,215,0.46528121331041183
216,216,0.7004761106445938
217,217,0.5188854438885793
218,218,0.7413261099596717
219,219,0.6627098175623363
220,220,0.6889059766875845
221,221,0.533819373408136
222,222,0.2356011828778498
223,223,0.8750766425392464
224,224,0.8368178446627285
225,225,0.3367973384573994
226,226,0.49749193671627706
227,227,0.21220672775426502
228,228,0.3156629739643887
229,229,0.24058050945904846
230,230,0.23633232343709587
231,231,0.6029250523933445
232,232,0.39999568884061876
233,233,0.3464021923597157
234,234,0.6302863672728078
235,235,0.7103272200160147
236,236,0.3047203584377265
237,237,0.1086791267926685
238,238,0.4124603818040543
239,239,0.6687155678020279
240,240,0.586474670710037
241,241,0.29844909962630906
242,242,0.10506704596273053
