id,id,prediction
0,0,0.48890819517349243
1,1,0.7800881745944214
2,2,0.2873028770105171
3,3,0.7196881421430588
4,4,0.25323914583127977
5,5,0.8454540625577164
6,6,0.272988641457386
7,7,0.2048829364228725
8,8,0.13579786968830107
9,9,0.8298164086435318
10,10,0.31156334600417135
11,11,0.3515860410994339
12,12,0.9633895328017044
13,13,0.3442276133922386
14,14,0.5574610572289276
15,15,0.9373627323557663
16,16,0.1549883583679714
17,17,0.8397057631946183
18,18,0.7728931419417572
19,19,0.09557183576551531
20,20,0.8919200169449997
21,21,0.6685091388962936
22,22,0.38544342819797517
23,23,0.20347080873115536
24,24,0.20218481369626998
25,25,0.629051351261406
26,26,0.9132384209714126
27,27,0.8870294942865372
28,28,0.5393507457966613
29,29,0.7954924627414703
30,30,0.7592170523841095
31,31,0.7486155951206588
32,32,0.7209885763240432
33,33,0.2020728532013321
34,34,0.8992877813955307
35,35,0.8141022010370255
36,36,0.3648665616734886
37,37,0.5238391626233292
38,38,0.18831008456051823
39,39,0.2352739883269501
40,40,0.26057198930285835
41,41,0.15970525401394842
42,42,0.1972512331515312
43,43,0.29408856972997666
44,44,0.5756739595832061
45,45,0.8752051702416992
46,46,0.46173473750085836
47,47,0.24423315386764527
48,48,0.9399987862014771
49,49,0.636793382455101
50,50,0.657075620931778
51,51,0.257516851053791
52,52,0.5265996765940094
53,53,0.09223727962812611
54,54,0.28940860247514727
55,55,0.583343613010521
56,56,0.31882390283712386
57,57,0.953236167975235
58,58,0.05983666764503115
59,59,0.2149871339358673
60,60,0.9064010532020569
61,61,0.9127946518352127
62,62,0.7898127349562836
63,63,0.2721097149843788
64,64,0.09399307353107927
65,65,0.3048728354691124
66,66,0.6195640799078369
67,67,0.26173071659748076
68,68,0.30863549898845677
69,69,0.344252146941719
70,70,0.6795878716093826
71,71,0.792023210932045
72,72,0.03646207551054
73,73,0.21234265048617362
74,74,0.4672525014330292
75,75,0.5562170583843231
76,76,0.19250977054874036
77,77,0.8628181053277969
78,78,0.44697001900409694
79,79,0.6655180940799713
80,80,0.398361476357994
81,81,0.5950083701042175
82,82,0.4639872806398392
83,83,0.6046951018245316
84,84,0.6218559550240897
85,85,0.2867552394444656
86,86,0.505609590340042
87,87,0.22156848226016998
88,88,0.3821578772332764
89,89,0.230207020658741
90,90,0.2748026365985679
91,91,0.046131509881811125
92,92,0.23099943552143096
93,93,0.7633173297512055
94,94,0.7900276418641663
95,95,0.7164981042226791
96,96,0.048426778690315225
97,97,0.6519887298865891
98,98,0.8319144533090972
99,99,0.9199997643592452
100,100,0.43743687312431334
101,101,0.24456009457628247
102,102,0.6290980126905059
103,103,0.2273779067692947
104,104,0.23728868915237425
105,105,0.7652547066324616
106,106,0.7272161179836273
107,107,0.8862413318370819
108,108,0.05493331625984905
109,109,0.3574214733576966
110,110,0.8715128724483109
111,111,0.9196595868292999
112,112,0.11640154729341125
113,113,0.21849515633314134
114,114,0.2217732922323799
115,115,0.6709131674425507
116,116,0.7641755656002045
117,117,0.23482861163078309
118,118,0.5478749418806839
119,119,0.2616954048237419
120,120,0.619510759170723
121,121,0.8601883300558091
122,122,0.9146421515872956
123,123,0.05986544864922617
124,124,0.07917717353765963
125,125,0.3597452157220459
126,126,0.7351780894236374
127,127,0.19921045149401664
128,128,0.7700545457149506
129,129,0.3659545693568611
130,130,0.8968159853235245
131,131,0.30329749000917433
132,132,0.8333837177917098
133,133,0.2711377115985679
134,134,0.7375292581619263
135,135,0.6097041476688003
136,136,0.19412015142287253
137,137,0.8451571723352432
138,138,0.42021441945669175
139,139,0.8852274049483109
140,140,0.6629966896741867
141,141,0.6183861321939469
142,142,0.2712880370350647
143,143,0.4771386098744965
144,144,0.6499860138119888
145,145,0.14502556911658668
146,146,0.7297475382287979
147,147,0.8311926595949936
148,148,0.23027027493648528
149,149,0.7472464562070465
150,150,0.25256131605262755
151,151,0.4332407292810249
152,152,0.8424134820121765
