id,id,prediction
0,0,0.5564119492074591
1,1,0.8094184280484782
2,2,0.28835871031653987
3,3,0.7397862633449859
4,4,0.25350357518078304
5,5,0.8567777557449561
6,6,0.28246039906021875
7,7,0.2053570102204288
8,8,0.13663849375480955
9,9,0.850610301301006
10,10,0.2697764915480962
11,11,0.39180627145249863
12,12,0.9584548035155209
13,13,0.3607032297422429
14,14,0.5420623144647596
15,15,0.9407070908964448
16,16,0.16945815275561185
17,17,0.8609718143134161
18,18,0.804518188931104
19,19,0.10358089890794957
20,20,0.8959429443210346
21,21,0.7242986197712675
22,22,0.4318976701231145
23,23,0.20777505545862107
24,24,0.2136214314294105
25,25,0.6260606361515633
26,26,0.9198951399139799
27,27,0.8993522276976524
28,28,0.5356844025925696
29,29,0.7913033338923122
30,30,0.7476289854743724
31,31,0.765612782057919
32,32,0.7251167184919982
33,33,0.2116343799887569
34,34,0.8791026492245622
35,35,0.8508000344271242
36,36,0.3964594666452149
37,37,0.575966440831527
38,38,0.16079658733556276
39,39,0.23520042287997972
40,40,0.23025369046286703
41,41,0.16519309381027625
42,42,0.20918973697006232
43,43,0.3053795126063393
44,44,0.6088784903657589
45,45,0.8787980728157643
46,46,0.44507858070070766
47,47,0.23526464695507726
48,48,0.9406459036757078
49,49,0.6536140570592706
50,50,0.7201990187301311
51,51,0.24855720824481545
52,52,0.4922049389205301
53,53,0.09775803376246685
54,54,0.30407270307814344
55,55,0.5986561405431196
56,56,0.34810872624490796
57,57,0.9525825666670986
58,58,0.061859496549897225
59,59,0.22653363466410698
60,60,0.9129225955983366
61,61,0.9184625998753417
62,62,0.825983857187083
63,63,0.2834201081701985
64,64,0.0928480714103845
65,65,0.3203684101675521
66,66,0.641701049974804
67,67,0.2771750666465
68,68,0.3385935809153445
69,69,0.3483115444415311
70,70,0.6930256812254496
71,71,0.7911106442270723
72,72,0.04925437436133274
73,73,0.21923631875495875
74,74,0.47418141471260156
75,75,0.5699045783586387
76,76,0.1935813335316415
77,77,0.8532516284533957
78,78,0.4215069934724498
79,79,0.6955026093170998
80,80,0.39246565467352323
81,81,0.5946519614855146
82,82,0.4658278284054426
83,83,0.6467031445011902
84,84,0.5772849506688575
85,85,0.30558285426421494
86,86,0.49800250556437664
87,87,0.20863501271177506
88,88,0.40405919672363616
89,89,0.25781065526160063
90,90,0.26955264386506517
91,91,0.045734016141933787
92,92,0.2338173606449189
93,93,0.7704042682075702
94,94,0.8021279258808433
95,95,0.7371139943342376
96,96,0.055126332197272004
97,97,0.6934266037301852
98,98,0.8397164695360307
99,99,0.9260595813832663
100,100,0.4665717258205529
101,101,0.2618345151516127
102,102,0.6322101327877944
103,103,0.28101101192113775
104,104,0.196285445659556
105,105,0.7787136849695733
106,106,0.7355279336738618
107,107,0.8938136268014826
108,108,0.052434186848312025
109,109,0.4089093447625459
110,110,0.8934525013278605
111,111,0.921246985306209
112,112,0.13001468135647268
113,113,0.22521035811530296
114,114,0.23747977291797095
115,115,0.7359337786890481
116,116,0.7821922762006148
117,117,0.25451539770808085
118,118,0.6041109599498764
119,119,0.26452337783695873
120,120,0.5975387502071152
121,121,0.8680789587068645
122,122,0.9103187786857487
123,123,0.062371020518731585
124,124,0.07123222219040154
125,125,0.30806822392480815
126,126,0.7447285563419622
127,127,0.20299315414124122
128,128,0.7889989187803106
129,129,0.3457984249178198
130,130,0.904761937900938
131,131,0.3194370109660872
132,132,0.842576287093544
133,133,0.26765298863429593
134,134,0.7814000851269616
135,135,0.6270231549480196
136,136,0.20760402798266653
137,137,0.8556833034642028
138,138,0.4170825038367031
139,139,0.8990319544886997
140,140,0.6788575773400656
141,141,0.6435953049388891
142,142,0.28290277888824594
143,143,0.5072544772208529
144,144,0.6361230931016096
145,145,0.16803227464005543
146,146,0.7657019735722393
147,147,0.8586794555319335
148,148,0.22835660881896602
149,149,0.7753135162163055
150,150,0.27529722897018116
151,151,0.43392477143686886
152,152,0.8446315505150641
153,153,0.08910126886661328
154,154,0.12383552113986257
155,155,0.4684011024797774
156,156,0.19565248281475955
157,157,0.16968398661368544
158,158,0.5696964956070364
159,159,0.30221915421723394
160,160,0.5570588646615451
161,161,0.16269797248998752
162,162,0.37991943282727697
163,163,0.5315005753087194
164,164,0.47159380322830013
165,165,0.7360640935377832
166,166,0.17068546845501686
167,167,0.08643874326436576
168,168,0.8506640124583784
169,169,0.4400435866796562
170,170,0.8454840388753088
171,171,0.3159011282485883
172,172,0.25487364014884795
173,173,0.19389157600255452
174,174,0.31159691147019203
175,175,0.9451532431126177
176,176,0.8207909170897018
177,177,0.26698523465334323
178,178,0.12978753884713745
179,179,0.2656731798777215
180,180,0.22423782338860054
181,181,0.0956847812124621
182,182,0.47286164766305716
183,183,0.3511978225559117
184,184,0.8233952475756772
185,185,0.764910668558914
186,186,0.5747075985677844
187,187,0.5162703016589775
188,188,0.9052693941379885
189,189,0.13913476219347953
190,190,0.47113307666956605
191,191,0.21123177589493897
192,192,0.562548573236591
193,193,0.9525305706064301
194,194,0.6718297078471978
195,195,0.5659900807526629
196,196,0.8878070163391836
197,197,0.7298908822180123
198,198,0.855368515361703
199,199,0.19084395968311538
200,200,0.5959049907384079
201,201,0.4269828222165451
202,202,0.202464143836382
203,203,0.8012254885546294
204,204,0.4665316931548733
205,205,0.8520909334381092
206,206,0.051801185286905034
207,207,0.19539302773053085
208,208,0.2634079254153557
209,209,0.07984545049602947
210,210,0.5710280256062156
211,211,0.7343270156447725
212,212,0.1952035036448203
213,213,0.27153956971547144
214,214,0.18298053855117008
215,215,0.5573326711436659
216,216,0.751462141745758
217,217,0.5560436606434732
218,218,0.7808341724277399
219,219,0.6333687551067522
220,220,0.8141600652693132
221,221,0.5434399717000401
222,222,0.3597523732625064
223,223,0.9292586490220187
224,224,0.8851842182085393
225,225,0.46342000585059984
226,226,0.6887718894977429
227,227,0.2916701783082823
228,228,0.4032060845139076
229,229,0.20042202900599365
230,230,0.22819982392603644
231,231,0.6820878995987801
232,232,0.4048478659758206
233,233,0.5652803378809461
234,234,0.7702308596958751
235,235,0.8309633673881821
236,236,0.31143474065694277
237,237,0.16512761479122356
238,238,0.41219560225968577
239,239,0.7023220130971786
240,240,0.614579271913502
241,241,0.3672589018712465
242,242,0.1794736609210205
243,243,0.8130878336777647
244,244,0.8920136541809285
245,245,0.5621723916368767
246,246,0.31356357549366143
247,247,0.8237703609047623
248,248,0.2067309332695629
249,249,0.16237787339642265
250,250,0.7265948634421598
251,251,0.829678393130809
252,252,0.5275750014242906
253,253,0.773416288089636
254,254,0.4261686011194709
255,255,0.23534964403833022
256,256,0.6916302499011014
257,257,0.49303525611144755
258,258,0.10917977765560447
