,id,prediction
0,0,0.4957248962781372
1,1,0.6859457167721307
2,2,0.30463101094371653
3,3,0.7177681279782171
4,4,0.2421480596119708
5,5,0.8127342209808021
6,6,0.3335938517435792
7,7,0.2129205964331587
8,8,0.16018934002987617
9,9,0.7825505214631769
10,10,0.3576462724590529
11,11,0.3608622153240409
12,12,0.8973935695480992
13,13,0.32645187381928326
14,14,0.5701036820423083
15,15,0.9107009516815083
16,16,0.181802513742001
17,17,0.8368895754591558
18,18,0.7710205172201369
19,19,0.12988083141716258
20,20,0.8498741017790318
21,21,0.6222927259940787
22,22,0.37529098710156256
23,23,0.25782416999892327
24,24,0.24028742855738808
25,25,0.5875208070717345
26,26,0.8380616889883266
27,27,0.8620841417209787
28,28,0.48188484632689665
29,29,0.7125877593552427
30,30,0.7016343955073084
31,31,0.7114888111039116
32,32,0.6724705229007293
33,33,0.22340552841433578
34,34,0.8100543716589205
35,35,0.7550107641009179
36,36,0.33485395631051684
37,37,0.5487314790329592
38,38,0.2463397634658219
39,39,0.2340427136093768
40,40,0.30602373083755635
41,41,0.17658393035749506
42,42,0.21658703047761022
43,43,0.2632200316941891
44,44,0.54163716790394
45,45,0.7936477879487909
46,46,0.45505407208054444
47,47,0.22895894181494275
48,48,0.8552513279905608
49,49,0.6811366515669344
50,50,0.6536523445587973
51,51,0.32743655796172516
52,52,0.4661897439662809
53,53,0.13273332437512692
54,54,0.27251254212766934
55,55,0.5826273434038792
56,56,0.3685131254603341
57,57,0.9330299977707257
58,58,0.15504849815855987
59,59,0.22177043549315814
60,60,0.8652958497753865
61,61,0.8861904219739424
62,62,0.6843985432221642
63,63,0.2788761135733996
64,64,0.11705098058002884
65,65,0.3180915916575803
66,66,0.6309776059176562
67,67,0.2907294179751487
68,68,0.30482189571969437
69,69,0.3783083042640634
70,70,0.6876489157871238
71,71,0.7288862091069347
72,72,0.1037976725594735
73,73,0.2759376041122566
74,74,0.5441769438275812
75,75,0.5286227844430528
76,76,0.18590814826617677
77,77,0.8033429935341801
78,78,0.3682092533679627
79,79,0.67009937970077
80,80,0.4390073517417229
81,81,0.5563390347667655
82,82,0.4429423325940133
83,83,0.6450411861044401
84,84,0.6578002489075521
85,85,0.24748713310256878
86,86,0.4869786505530537
87,87,0.21237185103164544
88,88,0.3783349732386455
89,89,0.23495724750273977
90,90,0.27829092389550575
91,91,0.07919209755561236
92,92,0.2601671297683938
93,93,0.7697653190013857
94,94,0.7683729461492005
95,95,0.6927180804465224
96,96,0.08293920349680049
97,97,0.6638272976499332
98,98,0.8098721995019205
99,99,0.8712384247795344
100,100,0.46446665941431425
101,101,0.2313072184325709
102,102,0.618093080035756
103,103,0.26233745209788834
104,104,0.31767399485866754
105,105,0.7415061704499434
106,106,0.6195869059583969
107,107,0.8702739433487069
108,108,0.125511503145686
109,109,0.38157834208669966
110,110,0.8222020218699326
111,111,0.9035832252356963
112,112,0.1283206669185865
113,113,0.21877141925902088
114,114,0.22060374759201426
115,115,0.6985511080171471
116,116,0.7690820280836727
117,117,0.21663226776935082
118,118,0.5083355016329921
119,119,0.23604588401134916
120,120,0.5600436995097781
121,121,0.8260455024539155
122,122,0.8146534281747284
123,123,0.13238457077018964
124,124,0.11184296284350351
125,125,0.42129628741335046
126,126,0.6999712791667353
127,127,0.19548357531149058
128,128,0.7476403355934006
129,129,0.2986726446768184
130,130,0.8886563989233439
131,131,0.32196924735993565
132,132,0.8547128403520999
133,133,0.25328490140070664
134,134,0.6936734380220516
135,135,0.6096219659512586
136,136,0.21044667871832862
137,137,0.7993645434141967
138,138,0.38694105901848247
139,139,0.8489657538671703
140,140,0.6243838607259315
141,141,0.6196588050455386
142,142,0.22989676383756433
143,143,0.5126207403568547
144,144,0.6037809627155494
145,145,0.17228545758080263
146,146,0.7562906161674802
147,147,0.827819153754161
148,148,0.21013068655553355
149,149,0.6918187328786348
150,150,0.23293732676142787
151,151,0.3725140457194321
152,152,0.725188302971748
153,153,0.20291149628346755
154,154,0.17265329438196333
155,155,0.4800386451712761
156,156,0.22159809779488687
157,157,0.3219402199432933
158,158,0.5691441648482921
159,159,0.2820799302838172
160,160,0.5110883355542867
161,161,0.19203935829682903
