id,prediction
0,0.3711471
1,0.6499671
2,0.20185518
3,0.80674446
4,0.3492446
5,0.7849242
6,0.2993552
7,0.12897713
8,0.15838444
9,0.93748945
10,0.3103312
11,0.7836989
12,0.9361028
13,0.5097249
14,0.5523286
15,0.84629744
16,0.17913061
17,0.8735038
18,0.8114202
19,0.23635714
20,0.71151245
21,0.6774774
22,0.38841385
23,0.1780455
24,0.21269909
25,0.6451733
26,0.8988201
27,0.89018077
28,0.28431264
29,0.8630693
30,0.5302455
31,0.80250347
32,0.5621637
33,0.20553708
34,0.83569974
35,0.8520887
36,0.74448115
37,0.56278497
38,0.29880527
39,0.21774209
40,0.21370614
41,0.19234884
42,0.16471596
43,0.2850726
44,0.745624
45,0.7991741
46,0.4013591
47,0.18534727
48,0.91926867
49,0.5421982
50,0.77365166
51,0.20906943
52,0.32662514
53,0.14801644
54,0.56011564
55,0.6089196
56,0.24105032
57,0.9170682
58,0.13907062
59,0.25819924
60,0.85611075
61,0.87819284
62,0.67550844
63,0.21091752
64,0.21658847
65,0.38557762
66,0.7219641
67,0.18016282
68,0.64092636
69,0.6700222
70,0.7826561
71,0.79951286
72,0.13557045
73,0.188991
74,0.37972465
75,0.7541425
76,0.1717725
77,0.8591483
78,0.61560005
79,0.587598
80,0.29983
81,0.616526
82,0.53586566
83,0.41155446
84,0.3287334
85,0.51307255
86,0.53235185
87,0.15222934
88,0.49855468
89,0.20187245
90,0.20857446
91,0.16017094
92,0.17146729
93,0.8842163
94,0.8159524
95,0.81186986
96,0.18284556
97,0.788755
98,0.7915116
99,0.8405444
100,0.7063988
101,0.48379272
102,0.6483537
103,0.41737002
104,0.18774217
105,0.75702584
106,0.6913435
107,0.8615314
108,0.13012092
109,0.52407223
110,0.75901985
111,0.87099767
112,0.20229097
113,0.1809212
114,0.22757687
115,0.7146211
116,0.5679284
117,0.19302353
118,0.43325853
119,0.17656891
120,0.3520164
121,0.85496265
122,0.85663575
123,0.15735482
124,0.13602912
125,0.1801071
126,0.82327664
127,0.16727719
128,0.8125607
129,0.44113016
130,0.91539854
131,0.49723357
132,0.22586918
133,0.18345696
134,0.30731753
135,0.7935938
136,0.25476855
137,0.8193514
138,0.46181738
139,0.86215824
140,0.68905604
141,0.6926558
142,0.18426345
143,0.71654737
144,0.7096547
145,0.1784536
146,0.7815511
147,0.84347945
148,0.1803894
149,0.7234092
150,0.3405349
151,0.45984426
152,0.8387372
153,0.15832774
154,0.14610685
155,0.5912602
156,0.2087079
157,0.17239268
158,0.6525518
159,0.20490146
160,0.74403816
161,0.17139694
162,0.4722307
163,0.6004692
164,0.7217708
165,0.6828375
166,0.18792206
167,0.19527517
168,0.71334267
169,0.5599817
170,0.6296803
171,0.55431646
172,0.52981925
173,0.15862343
174,0.40738246
175,0.8663462
176,0.59631425
177,0.30515113
178,0.18501203
179,0.1896873
180,0.17589936
181,0.14163278
182,0.39419886
183,0.34889582
184,0.6320082
185,0.78155375
186,0.43575627
187,0.49825275
188,0.85087377
189,0.42751858
190,0.72155505
191,0.18321747
192,0.7316763
193,0.9138208
194,0.6504477
195,0.5899365
196,0.77982277
197,0.667182
198,0.87004596
199,0.1559494
200,0.7903594
201,0.6538864
202,0.16280647
203,0.65689045
204,0.54941744
205,0.67199546
206,0.15131912
207,0.18137051
208,0.27812663
209,0.10716241
210,0.3108472
211,0.670111
212,0.70614046
213,0.22516389
214,0.41812125
215,0.7293953
216,0.44256523
217,0.5174531
218,0.78458786
219,0.31005174
220,0.84465545
221,0.77989453
222,0.18338409
223,0.88956153
224,0.87380207
225,0.43893334
226,0.6279613
227,0.41438404
228,0.6110397
229,0.17313947
230,0.19220819
231,0.77455807
232,0.65524083
233,0.3217151
234,0.72544867
235,0.8416959
236,0.42407608
237,0.14698367
238,0.25279304
239,0.76959664
240,0.76603055
241,0.6003621
242,0.17016828
243,0.76146156
244,0.82211465
245,0.5381878
246,0.44922006
247,0.8567575
248,0.2607055
249,0.19591114
250,0.80547166
251,0.8553378
252,0.5396469
253,0.5848282
254,0.7103825
255,0.20405354
256,0.56412554
257,0.64241123
258,0.30904385
259,0.48725244
260,0.1805822
261,0.79277784
262,0.14024612
263,0.1949538
264,0.15444815
265,0.1580375
266,0.9055558
267,0.7444056
268,0.31323266
269,0.17381117
270,0.14405863
271,0.12193447
272,0.51523644
273,0.26305968
274,0.7020245
275,0.17917928
276,0.38594738
277,0.12876011
278,0.348536
279,0.79995394
280,0.7959795
281,0.5423419
282,0.5713142
283,0.909758
284,0.47865868
285,0.19124469
286,0.16089223
287,0.5037278
288,0.6313288
289,0.4668576
290,0.41947913
291,0.16605991
292,0.18474649
293,0.18254155
294,0.62610877
295,0.17526999
296,0.6765087
297,0.320569
298,0.7707098
299,0.70749664
300,0.7165673
301,0.44825682
302,0.24405578
303,0.7527798
304,0.45549366
305,0.12117859
306,0.5353049
307,0.9168114
308,0.20524608
309,0.38597628
310,0.16005534
311,0.12004588
312,0.75874263
313,0.19364247
314,0.1844963
315,0.78325665
316,0.9161195
317,0.71613365
318,0.15838303
319,0.64842606
320,0.27445748
321,0.18906271
322,0.58093196
323,0.14699651
324,0.7051027
325,0.19503976
326,0.6677398
327,0.16413105
328,0.49517038
329,0.59305435
330,0.7779748
331,0.16714643
332,0.37274686
333,0.13411239
334,0.77348316
335,0.7758876
336,0.15084316
337,0.5686552
338,0.7502469
339,0.3170578
340,0.78531414
341,0.70880014
342,0.7560664
343,0.23256236
344,0.52236414
345,0.74350655
346,0.51145244
347,0.15301786
348,0.6871937
349,0.7600424
350,0.5548021
351,0.43881235
352,0.63285935
353,0.45362133
354,0.49509683
355,0.6311052
356,0.5376746
357,0.13008432
358,0.19132473
359,0.5244827
360,0.77740127
361,0.10836779
362,0.15586199
363,0.34634343
364,0.5116229
365,0.3928974
366,0.71253675
367,0.3354808
368,0.26929075
369,0.18499608
370,0.43753028
371,0.7187985
372,0.86284125
373,0.81506735
374,0.3451223
375,0.4286095
376,0.55831575
377,0.48223776
378,0.5240768
379,0.34481594
380,0.15007564
381,0.89512324
382,0.7130347
383,0.2603383
384,0.40765378
385,0.23388252
386,0.2185734
387,0.30705553
388,0.54376584
389,0.74069136
390,0.56816953
391,0.49110124
392,0.1364788
393,0.27765796
394,0.835271
395,0.14887303
396,0.5902465
397,0.5102206
398,0.1901517
399,0.10253566
400,0.8596409
401,0.7796053
402,0.4130566
403,0.15322535
404,0.38677868
405,0.660556
406,0.6051529
407,0.23884606
408,0.13843106
409,0.18461126
410,0.5219279
411,0.067401566
412,0.16706829
413,0.5857822
414,0.26508766
415,0.30005637
416,0.75829405
417,0.66585904
418,0.7886984
419,0.46674037
420,0.8167716
421,0.70842755
422,0.7027201
423,0.49033567
424,0.78716266
425,0.1385242
426,0.5835405
427,0.70113015
428,0.6902419
429,0.86500525
430,0.7600413
431,0.15778749
432,0.6403025
433,0.86920905
434,0.45075566
435,0.56142765
436,0.14862704
437,0.17956178
438,0.75626135
439,0.38649213
440,0.17390695
441,0.41878113
442,0.1905697
443,0.81443095
444,0.2698929
445,0.67060524
446,0.22398485
447,0.7953163
448,0.268833
449,0.37355727
450,0.5408082
451,0.21429901
452,0.52317166
453,0.15865138
454,0.28407046
455,0.18196495
456,0.29282698
457,0.6344593
458,0.630964
459,0.21098822
460,0.8679898
461,0.7983703
462,0.20895597
463,0.5570823
464,0.6744195
465,0.43418092
466,0.70914423
467,0.12847365
468,0.15486848
469,0.502269
470,0.15454833
471,0.24805765
472,0.4147256
473,0.81089896
474,0.58717674
475,0.5908401
476,0.38304588
477,0.18319023
478,0.7027003
479,0.7623827
480,0.67016196
481,0.5263417
482,0.10726832
483,0.16602813
484,0.88989586
485,0.1641
486,0.56874335
487,0.12586898
488,0.117537685
489,0.16118316
490,0.21604775
491,0.80796635
492,0.3830913
493,0.1638243
494,0.15773767
495,0.12610392
496,0.13409084
497,0.5428622
498,0.12765403
499,0.70277715
500,0.65377396
501,0.5206912
502,0.20332183
503,0.31619817
504,0.577237
505,0.65200084
506,0.5634163
507,0.544598
508,0.5775879
509,0.16217813
510,0.35719058
511,0.16641934
512,0.5933459
513,0.8402842
514,0.4612148
515,0.65999013
516,0.8576585
517,0.25868666
518,0.43636167
519,0.5086675
520,0.70609456
521,0.70211375
522,0.50783664
523,0.22562937
524,0.69757813
525,0.15677449
526,0.6122714
527,0.5295055
528,0.6418158
529,0.52765256
530,0.6887241
531,0.1404881
532,0.17746358
533,0.6619467
534,0.1478194
535,0.5185552
536,0.8339463
537,0.53432214
538,0.099296845
539,0.43953246
540,0.8697681
541,0.8318715
542,0.80907565
543,0.5300904
544,0.49338967
545,0.8060203
546,0.254555
547,0.5707499
548,0.6659354
549,0.6335915
550,0.5259477
551,0.35125598
552,0.2447196
553,0.45635235
554,0.45545918
555,0.44712335
556,0.48839828
557,0.6434423
558,0.620458
559,0.52585226
560,0.6847445
561,0.6950734
562,0.56955945
563,0.15865524
564,0.6288102
565,0.6214699
566,0.09421507
567,0.80472136
568,0.13637495
569,0.28567117
570,0.18975158
571,0.71694964
572,0.12045849
573,0.49043056
574,0.22302611
575,0.44534177
576,0.1574888
577,0.582278
578,0.50082994
579,0.7128755
580,0.87871397
581,0.88863087
582,0.9087921
583,0.18690853
584,0.45935747
585,0.62405306
586,0.5284218
587,0.46119153
588,0.33847952
589,0.4468841
590,0.22665161
591,0.90526944
592,0.6077927
593,0.8221431
594,0.69920486
595,0.3912395
596,0.83409613
597,0.43569988
598,0.12705486
599,0.8020973
600,0.861018
601,0.13768396
602,0.68163306
603,0.15637574
604,0.6552382
605,0.6704035
606,0.551914
607,0.7587636
608,0.237295
609,0.5185254
610,0.18409666
611,0.14845808
612,0.9056265
613,0.1159884
614,0.34557265
615,0.7338331
616,0.6234346
617,0.1453649
618,0.3738228
619,0.122160055
620,0.2992125
621,0.22693828
622,0.10100506
623,0.30255613
624,0.21900697
625,0.056203127
626,0.38963777
627,0.7488977
628,0.12790474
629,0.69794095
630,0.15898526
631,0.54101396
632,0.6414996
633,0.6173622
634,0.823096
635,0.17401336
636,0.6766843
637,0.16012296
638,0.46144298
639,0.51427156
640,0.48849523
641,0.43725228
642,0.14071141
643,0.19916312
644,0.39974305
645,0.21242516
646,0.12583403
647,0.74819416
648,0.1816912
649,0.54649925
650,0.12672582
651,0.6298564
652,0.7874054
653,0.54898345
654,0.30445296
655,0.47418275
656,0.34608412
657,0.845115
658,0.35892856
659,0.20780937
660,0.344729
661,0.7178059
662,0.5530091
663,0.16946626
664,0.6717923
665,0.7663496
666,0.58517003
667,0.6181912
668,0.3271009
669,0.752525
670,0.29320806
671,0.15413208
672,0.8507176
673,0.30044112
674,0.33852118
675,0.8288573
676,0.11139598
677,0.9104111
678,0.45323205
679,0.13963073
680,0.19512749
681,0.61518866
682,0.43138146
683,0.41552666
684,0.50947994
685,0.5983275
686,0.5874739
687,0.6055337
688,0.8371409
689,0.81921774
690,0.3545927
691,0.5737968
692,0.30069363
693,0.6953549
694,0.6094318
695,0.1518038
696,0.23525819
697,0.07558479
698,0.12474847
699,0.5911993
700,0.15105346
701,0.776866
702,0.73682815
703,0.20827024
704,0.3541156
705,0.14534211
706,0.14002047
707,0.35286573
708,0.2532818
709,0.1357757
710,0.5594572
711,0.3050923
712,0.8580621
713,0.4772008
714,0.11613951
715,0.24189271
716,0.89588106
717,0.47760618
718,0.5610517
719,0.4756932
720,0.6108355
721,0.40294573
722,0.13771124
723,0.78802985
724,0.5441897
