id,prediction
0,0.5442022724556815
1,0.6172520074984109
2,0.33841133973795307
3,0.7977237099491119
4,0.1914489947854141
5,0.7670454800839255
6,0.657927289605032
7,0.41817452282560935
8,0.23782123583098125
9,0.8277456246950148
10,0.6799055296215603
11,0.3148947556470053
12,0.939671403602116
13,0.29080572646066566
14,0.701172993770618
15,0.8861464281297504
16,0.2659650240602881
17,0.7863762241578947
18,0.666739911115339
19,0.2479465570196995
20,0.8189624510942024
21,0.44690083648997925
22,0.24276752947089336
23,0.5000096273333704
24,0.36705021237341573
25,0.549869720319057
26,0.8980388247330341
27,0.831740244989245
28,0.6000553345741471
29,0.601643136774019
30,0.7136646215785708
31,0.7210584910440503
32,0.8619594489454712
33,0.45563684157994616
34,0.7966547071743667
35,0.624048444603428
36,0.2332254416088179
37,0.5792676872743213
38,0.5925318102246472
39,0.4504323213220924
40,0.6126412259671327
41,0.35959413747801144
42,0.2867914237370818
43,0.31031244836725314
44,0.4204174251197456
45,0.7117758784911085
46,0.5963317797960593
47,0.28780878986788544
48,0.9174504692187475
49,0.7081461493455288
50,0.6485761456404626
51,0.5386596269145626
52,0.6299097166449852
53,0.3007458028846883
54,0.3590885541947646
55,0.5514040652263745
56,0.547339503005066
57,0.9607353745966815
58,0.35422275028460826
59,0.41541598486353587
60,0.8617834882221006
61,0.8641680138487906
62,0.47146054243082064
63,0.3416593857113786
64,0.1722035066697493
65,0.5298936000833092
66,0.6883963162160738
67,0.5133394941413224
68,0.3664378055160132
69,0.5810242616730331
70,0.5545623301991033
71,0.70448274309972
72,0.28807346445647775
73,0.6161023788589112
74,0.5599516385444306
75,0.4167390459776555
76,0.24597063585156412
77,0.6872537680725086
78,0.4233873357866566
79,0.6259066154477283
80,0.4387636183777133
81,0.46856920539331676
82,0.48385020693015085
83,0.6269336025407983
84,0.825430984206817
85,0.2639122897679637
86,0.5154837242613105
87,0.3659157268337056
88,0.4585693414528951
89,0.37199855842312735
90,0.26104222386859083
91,0.16459617627907525
92,0.46385461707674663
93,0.8022427781951621
94,0.8112123348405589
95,0.6884527936815368
96,0.15376481805580405
97,0.5034262571201784
98,0.7597932994990811
99,0.772691466826406
100,0.5448601012144026
101,0.3013281575632116
102,0.8103826596257505
103,0.1970636690024988
104,0.6567790444798995
105,0.7146837653236069
106,0.5734550479617282
107,0.8921946912165456
108,0.32986432549034356
109,0.2479744990700776
110,0.8184783505121137
111,0.8936382159842148
112,0.21581341748976848
113,0.36689792129432147
114,0.4188553653375844
115,0.6935636801145584
116,0.8541648758099858
117,0.24954303468459405
118,0.567956987536445
119,0.2847393901384567
120,0.48788758333423426
121,0.7136022812532563
122,0.8555234341721766
123,0.39863891221446207
124,0.2999379072772896
125,0.8792898643559375
126,0.7129132920043374
127,0.2997573739516701
128,0.7955069465582861
129,0.3369237120632805
130,0.8629990998821148
131,0.45505537280343455
132,0.9371715853482773
133,0.29864890203799505
134,0.6087336822063495
135,0.6543525387528446
136,0.39100568669641184
137,0.8438366158581995
138,0.5711813528655199
139,0.8787906708728406
140,0.5221372376142417
141,0.6217413421609802
142,0.13784428398768828
143,0.5797183192257345
144,0.5939985989346018
145,0.3252565099648998
146,0.7436668687823492
147,0.8015680989918446
148,0.34818156688405133
149,0.6917624703250489
150,0.2901521944214365
151,0.3667408841165837
152,0.5016603838126761
153,0.5931202742846357
154,0.29040097184647584
155,0.5225532927583268
156,0.5144298724792531
157,0.6718408437302867
158,0.6560988350006357
159,0.36431162283164653
160,0.5399897859691115
161,0.42525870734650933
162,0.6077505354297392
163,0.6486724709477376
164,0.6580610592659075
165,0.5202605617400469
166,0.4640843045832388
167,0.12064099311397938
168,0.8267757204749543
169,0.34925463890469566
170,0.7423537813240625
171,0.2719350193221026
172,0.7111911691129746
173,0.4025092150019799
174,0.4212296664530428
175,0.9241070197480173
176,0.8001548864929883
177,0.5815238363777581
178,0.20936494031445502
179,0.2511869171898802
180,0.6033818857348027
181,0.370813561940175
182,0.5918123684639507
183,0.6366741272846846
184,0.7507839776961472
185,0.8181138220895037
186,0.8469838220879047
187,0.47804891149497203
188,0.8296983331442469
189,0.13304022637369906
190,0.4612320390497541
191,0.25079512351733446
192,0.4637646751962468
193,0.92277350685247
194,0.6268238490120904
195,0.5371316520964015
196,0.788245394373492
197,0.6995879435606611
198,0.8755297632698217
199,0.1623055932528824
200,0.7387417849708608
201,0.3153324770294352
202,0.23702594730615645
203,0.8410349741407553
204,0.43723888274433736
205,0.8088886200652903
206,0.17231528243544825
207,0.4751741030343654
208,0.3966240533816387
209,0.21221941991518373
210,0.5856208337575075
211,0.48814944242893177
212,0.1937211691168368
213,0.19019021818167742
214,0.5356089906055413
215,0.5178695157448592
216,0.47925283018827697
217,0.6253595413410701
218,0.7441424447382822
219,0.7731580098730559
220,0.7843839963033995
221,0.4745757364649285
222,0.3420885938062019
223,0.8438362818327061
224,0.7914581966930183
225,0.3057489014013485
226,0.42313901761002254
227,0.21959709096756658
228,0.36059049728723414
229,0.327511376737252
230,0.35085530107450674
231,0.7458230057978683
232,0.418566531262129
233,0.5260329574713375
234,0.5366146474125372
235,0.724254481334355
236,0.4813527422923231
237,0.3260718164538122
238,0.4649860370443703
239,0.7196079454503209
240,0.636535156189258
241,0.4210650451445037
242,0.26556128931768874
243,0.5325218365900098
244,0.8377614048262564
245,0.41495219902147557
246,0.35484513588156064
247,0.7247180865109745
248,0.3379960662848083
249,0.2855242556181239
250,0.4372828071303177
251,0.6919252634780545
252,0.5359450413675068
253,0.5735177573594022
254,0.37190070340253895
255,0.32281508356546895
256,0.6143234233510351
257,0.600998227041559
258,0.2561456469864198
259,0.3634882030602385
260,0.16211142823851296
261,0.7496658183106484
262,0.48223743570747224
263,0.10203894410839746
264,0.30338188694893553
265,0.7437802942733329
266,0.7877931931468832
267,0.7237177794936509
268,0.6795124796079669
269,0.7864388767773649
270,0.23478598139746965
271,0.3074962453822662
272,0.4194792797344896
273,0.7026751186066769
274,0.43829122108756036
275,0.3095086370592021
276,0.7587898135264647
277,0.16747460632602648
278,0.3615022727090832
279,0.8303921208498711
280,0.6060792987170854
281,0.656528282937747
282,0.7604908454168599
283,0.8990022435910485
284,0.5343661220858962
285,0.21191564873841487
286,0.4178209616522653
287,0.5839497028809504
288,0.7099617368137531
289,0.6144736167481227
290,0.4102043074494604
291,0.4451697343274126
292,0.4192333724772274
293,0.6246585770636779
294,0.27599362560722723
295,0.7324783242268885
296,0.41316024149725955
297,0.5479826320748765
298,0.6848139805723777
299,0.4449717722488018
300,0.6598561464109417
301,0.25534694635371985
302,0.7214427990897058
303,0.7942127858182227
304,0.561498251679124
305,0.17920086315464845
306,0.7124004471506423
307,0.906324979132522
308,0.29303904016434945
309,0.7842680704572469
310,0.4466391551068113
311,0.4707607267572676
312,0.696407058892329
313,0.5225441048721485
314,0.5170281065263334
315,0.8283807425354223
316,0.9107792388616996
317,0.25882382638732065
318,0.2606711903221717
319,0.6266281316830659
320,0.37765642900615576
321,0.7495665083981405
322,0.6842524232439587
323,0.3800841730992428
324,0.359982517928571
325,0.29166475291170363
326,0.8984424315578445
327,0.11209933879477021
328,0.5572098944802353
329,0.643103507300042
330,0.8955624193554874
331,0.10839403755047279
332,0.3193557844832769
333,0.4041689943494901
334,0.6785858627521634
335,0.5065837120926192
336,0.20617345111563357
337,0.5674312111093912
338,0.8419058788369382
339,0.7648582731281306
340,0.8343693571026601
341,0.33277603055286176
342,0.5174284315718339
343,0.5696752644903195
344,0.2310075400987471
345,0.9258931459510092
346,0.6742755285441469
347,0.19214958299269894
348,0.5693125270754376
349,0.6503467044593643
350,0.7120158381222708
351,0.2928655862151159
352,0.18751977548889961
353,0.6206184448804715
354,0.8018003644474785
355,0.6196905021095963
356,0.48749677721731727
357,0.5668597188886244
358,0.738607875645268
359,0.46953811528697065
360,0.6612438642645253
361,0.3385212119992931
362,0.16370680771426344
363,0.248560712426709
364,0.4403821010697433
365,0.4459348035215602
366,0.54828378697029
367,0.2612563351756234
368,0.11404556115348968
369,0.2511730035701888
370,0.32830415342926944
371,0.6873083598788895
372,0.7884814237139228
373,0.776410712528969
374,0.24695396719817644
375,0.5137137332282165
376,0.3177488929295057
377,0.5401983850037343
378,0.7289804188400785
379,0.6265276116311889
380,0.22320006507859622
381,0.7416263214579081
382,0.5551327149246961
383,0.5044000031432776
384,0.33546715740745964
385,0.4437995998738589
386,0.3571089044363657
387,0.7423868734142505
388,0.9413674875726056
389,0.8158040947054851
390,0.2978447029271489
391,0.38243592941238336
392,0.2627976272577587
393,0.48229010399989397
394,0.6568186479496253
395,0.6195992965763523
396,0.857829219129611
397,0.7538093013496067
398,0.38460196724765544
399,0.17757018527327526
400,0.8490923155671072
401,0.8954568663290479
402,0.3371032240896123
403,0.2924590229586122
404,0.5131070187052543
405,0.4463407334452625
406,0.8667617871490869
407,0.3274577311192929
408,0.23751332830929286
409,0.3787346226866646
410,0.5283792999622143
411,0.26147502420521507
412,0.43645965213973564
413,0.519628497880055
414,0.2595792356851757
415,0.4781138661865406
416,0.835686186257092
417,0.4477409445258843
418,0.7284854944787373
419,0.5950889125819193
420,0.5629901069161154
421,0.503958554644897
422,0.36857591464480405
423,0.5007940933159194
424,0.8091879966764903
425,0.16774479939004602
426,0.6652501718920082
427,0.5725055629306208
428,0.6072109086134927
429,0.6942230061726817
430,0.7207474551334127
